LCD;RNID;N1ID;N2ID;NAME
24779;270;5456;;Oberuzwil
20173;270;2580;;Kerzers
16995;270;8222;;Niedermuhlern
30944;10850;499932;;Chemin Rieu
17400;270;4906;;Oey
19849;270;4074;;Courchavon
17408;270;8562;;Oberried
17392;314;4908;;Horboden
16878;314;5502;;Uettligen
23641;314;4528;;Höri
23667;270;4330;;Fisibach
24293;270;8798;;Schalchen
28792;488739;488310;;Unterer Graben
30878;498933;499654;;Chemin Moïse Duboule
36277;489735;489648;;Asylstrasse
16752;270;3506;;Sumiswald
20445;270;6952;;Corserey
22350;270;5488;;Villmergen
23852;270;2906;;Schleitheim
22275;270;7590;;Frenkendorf
25153;270;10628;;Rossrüti
32669;508973;508522;;Luzernerstrasse
27863;483213;483270;;Warmbächliweg
11240;314;398;;Le Châtelard
30108;494928;495479;;Route Des Alpes
25312;314;1616;;Wollishofen
23892;314;2980;;Oerlingen
19194;2366;2374;;Montherod
30359;496916;496909;;Route du Châtelard
14852;314;1782;;Bevaix
24152;270;10690;;Dickihof
31656;503772;489977;;Schaffhauserstrasse
12415;314;3350;;Ibach
12910;2344;2344;;Chasseral
27514;367931;4104;;Glattfelden-West
26899;270;1590;;Urdorf-Nord
36290;502865;364696;;Basel-Rheinhafen
29783;493749;490474;;Hohlstrasse
29855;489702;494238;;Hasenbergstrasse
12650;314;846;;Kirchberg
35338;521524;521166;;Via Cantonale
25025;270;5822;;Boltshausen
20479;270;9328;;Siviriez
29399;491786;485882;;Bahnhofstrasse
21560;270;6894;;Muggio
25036;314;5366;;Muolen
22621;270;7982;;Scherz
31485;502087;502865;;Hochbergerstrasse
29293;491572;489721;;Drahtzugstrasse
11419;270;706;;Steg
24377;270;5664;;Guntershausen
16778;270;7816;;Iffwil
23551;270;4454;;Knonau
27515;367931;4108;;Galttfelden-Ost
36060;525125;525136;;Rue de la Pierre à Mazel
29775;493840;485704;;Militärstrasse
30112;494907;494971;;Route De Berne
19683;270;6814;;Chézard
26959;270;7912;;Mauss
32579;508449;508522;;Luzernerstrasse
35142;520478;508648;;Steinhofstrasse
27421;270;1960;;Port
17220;314;4026;;Münsingen
27825;270;481549;;Hinterkappelen
23740;270;5724;;Flaach
22806;270;7888;;Wüschiswil
17560;314;4660;;Heitenried
27194;270;8774;;La Conversion
12751;270;6778;;Crassier
16737;270;9256;;Wäckerschwend
25932;;1724;;Lotterbuck-Tunnel
35177;520720;520611;;Sankt Karliquai
10847;;1856;;Glattbrugg
19960;270;6642;;Morens
16616;270;5694;;Mumenthal
23870;314;2874;;Ermatingen
32545;508055;508047;;Aegeristrasse
27742;314;368485;;Kübliser-Tunnel
10698;314;1984;;Hergiswil
11983;314;694;;Amriswil
26388;270;5956;;Losone Ponte Maggia
11647;314;1584;;Brugg
30851;499327;499567;;Rue des Buis
30093;495424;495416;;Route Du Stadtberg
31923;505129;505147;;Rue du Parc
26747;10898;10912;;Signora
24281;270;2970;;Kollbrunn
24474;270;6246;;Bertschikon
20900;1530;1534;;Tschuggen
28615;487656;527341;;Wohleberg
19959;270;7824;;Chevroux
28048;484595;484615;;Poststrasse
16680;314;4430;;Hermiswil
22690;270;3492;;Huttwil
17001;270;4752;;Kehrsatz
21536;270;8758;;Carona
19212;270;272;;Meyrin
29011;489982;489990;;Bucheggstrasse
16758;270;2742;;Fraubrunnen
23770;270;2894;;Feuerthalen
26852;270;6692;;Riva San Vitale
20894;270;624;;Davos Platz
19532;270;8692;;Chavannes-le-Veyron
19848;270;6592;;Croix
31715;504080;504088;;Solenbergstrasse
21945;270;10366;;Veysonnaz
16946;314;4748;;Kirchenthurnen
23849;270;4846;;Wilchingen
16721;270;9202;;Niederösch
27852;482844;483193;;Neue Murtenstrasse
32763;508790;508780;;Langensandstrasse
30834;499486;499475;;Rue du Grand-Pré
23689;270;1156;;Buchs
36294;507308;1974;;Frauenfeld-Ost
25920;270;9308;;Soral
12757;270;10112;;Arzier
25399;314;532080;;Lagalb
35322;521264;521467;;Via Molinazzo
32073;505943;505960;;Route du Mont Noble
11462;314;512;;Richterswil
32414;507398;488168;;Sankt Gallerstrasse
22850;314;3536;;Unterkulm
23421;314;4864;;Greppen
17225;314;4764;;Oppligen
11711;314;782;;Yverdon
28044;484582;484595;;Mühlestrasse
30384;496988;496967;;Route de la Claie aux Moines
10351;314;1112;;Andeer
20544;270;6808;;Chavannes-les-Forts
24544;314;650;;Ennetbühl
17426;270;8940;;Grundbach
32442;507631;507148;;Eisenwerkstrasse
22070;270;5614;;Hofstetten
23659;270;4096;;Rekingen
23107;314;5488;;Villmergen
31411;502346;501556;;Spalenvorstadt
23037;270;3590;;Gelfingen
23413;270;514;;Schindellegi
26572;270;3194;;Deisch
25704;314;872;;Rothrist
21664;270;7018;;Aminona
23054;270;4550;;Merenschwand
27915;483725;483743;;Ostermundigenstrasse
29747;483916;490490;;Langstrasse
29038;490158;491842;;Sihlhölzlistrasse
28852;488681;488714;;Geltenwilenstrasse
17043;270;8256;;Noflen
23176;270;4454;;Knonau
21420;270;8740;;Bogno
16617;270;2510;;Roggwil
20799;270;3642;;Strada
27904;483624;483605;;Worbstrasse
24617;314;1900;;Rüti
19250;270;7726;;Giez
28677;486372;487403;;Waisenhausplatz
10703;;2070;;Lausanne-Blécherette
35701;527774;523354;;Via Giacomo e Filippo Ciani
29225;491220;490011;;Regensbergstrasse
26662;270;9342;;Reppaz
28147;;485102;;Thierachernweg
30627;498069;497800;;Chemin du Reposoir
10697;;1984;;Hergiswil
21977;270;10558;;Tanay
19658;270;2574;;Rochefort
14846;314;3804;;Villeret
28062;484669;484677;;Büttenbergstrasse
23454;270;10524;;Wangs
23914;369144;1882;;Esslingen
28501;483248;526956;;Loryplatz
24732;270;4772;;Reute
27255;270;8492;;Chardonne
31002;498573;499795;;Plateau de Frontenex
20586;270;8192;;Epesses
19856;270;7826;;Lugnez
30105;495479;495215;;Rue de l'Hôpital
22552;270;8112;;Ober Zeihen
27934;483750;483869;;Wölflistrasse
27767;314;2790;;Tenero
28510;486247;486227;;Seftigenstrasse
30078;495215;495365;;Rue Saint-Pierre
24619;314;1896;;Eschenbach
36248;526530;521166;;Via Cantonale
24807;270;5810;;Wolfertswil
24131;270;2256;;Meilen
30184;495879;495882;;Route de la Fin du Craux
16852;270;5686;;Jens
25734;270;10038;;Speicherschwendi
26492;270;6276;;Personico
27249;270;7360;;Vilars-Sous-Champvent
27321;369746;1596;;Eggrain-Tunnel
24786;270;8004;;Henau
24189;270;7340;;Fruthwilen
27999;484014;484347;;Greyerzstrasse
11894;314;2580;;Kerzers
11878;314;2136;;Brig
20576;270;2450;;Chalet-à-Gobet
10064;;1460;;Verzweigung Augst
12862;270;7410;;Leytron
28978;489811;485863;;Seestrasse
31989;485078;505417;;Rütistrasse
12393;314;396;;Martigny
11872;314;2120;;Sion
19817;270;10232;;Undervelier
22913;270;3604;;Hallwil
23370;314;3732;;Heiligkreuz
35344;521587;521597;;I Runch da Vigana
30310;496614;496596;;Avenue de Morges
28074;484602;484582;;Mettstrasse
29937;494645;494629;;Brunnenstrasse
12196;314;5074;;Einsiedeln
19807;314;4514;;Vicques
20117;314;338;;Courlevon
22468;270;10246;;Wenslingen
25867;270;9988;;Mayens-de-la-Daour
16625;270;2508;;Langenthal
32730;508500;508442;;Nidfeldstrasse
12912;270;8546;;La Tourne
32725;508775;508568;;Luzernstrasse
19594;270;8668;;Lignerolle
26964;270;8028;;Innerberg
10601;314;1828;;Lengnau
36368;314;432;;Kandersteg
24332;314;4586;;Fehraltorf
29075;490361;490390;;Gutstrasse
30291;496371;496520;;Avenue Recordon
24456;270;5666;;Ifwil
16701;270;4426;;Wynigen
17191;270;7292;;Enggistein
26374;;1090;;San Bernardino-Nord
12724;10802;532;;Caslano
28575;483731;2592;;Bern-Burgernziel
26811;270;6702;;Arogno
21145;10884;10890;;Cauco
29967;494664;494671;;Chammerholzstrasse
24094;270;6116;;Oberembrach
21924;270;226;;Solothurn
10043;;866;;Verzweigung Härkingen
19166;314;4166;;Le Day
24587;270;5444;;Brülisau
25506;270;7040;;Bellerive
20335;270;7550;;Palézieux-Village
16565;270;7816;;Iffwil
25795;314;2422;;Albert-Thomas
12652;314;188;;Bern
10645;314;1890;;Jona
20328;270;9522;;Maracon
12733;2390;2390;;Col du Pillon
14837;314;2570;;Noiraigue
11558;314;1430;;Dagmersellen
17492;314;5568;;Ursellen
10581;;1800;;Neuenburg-Maladiére
31827;504657;504554;;Avenue des Quatre Marronniers
29802;489939;493939;;Gladbachstrasse
24851;270;3026;;Affeltrangen
17253;270;6460;;Chuderhüsi
25499;270;8464;;Poliez-Pittet
36450;533155;533052;;Galgenbuck
25498;270;5968;;Bretigny-sur-Morrens
27554;270;1244;;Porrentruy-West
29740;493361;490369;;Albisriederstrasse
21366;270;9360;;Villa (Bedretto)
21417;270;8734;;Sonvico
28132;484936;484911;;Reuchenettestrasse
22499;270;2518;;Kölliken
19893;270;7370;;Missy
31628;490907;501871;;Oberwilerstrasse
31955;488168;505350;;Neue Jonastrasse
22094;270;5784;;Allschwil
21329;270;2786;;Ascona
35777;523292;523736;;Via Bottogno
29497;492473;491084;;Limmattalstrasse
25550;314;2528;;Bremgarten
35841;522929;523967;;Via Romeo Manzoni
20324;270;6800;;Puidoux
25589;270;2528;;Bremgarten
10486;;364685;;Muttenz-Nord
29064;490083;490325;;Zwängiweg
20934;270;10338;;Says
26040;314;4080;;Buix
19957;270;9380;;Autavaux
19949;270;7758;;Gletterens
21357;270;10476;;Bordei
29202;491186;489997;;Hofwiesenstrasse
11383;314;1532;;Susch
22255;314;864;;Oensingen
16835;270;5420;;Lüscherz
12544;2292;2294;;Selfranga
24760;270;2846;;Horn
31888;504780;504710;;Rue de Chamblon
12036;314;3408;;Le Locle
29330;489735;485306;;Freiestrasse
20716;314;4214;;Evionnaz
24288;270;4618;;Madetswil
32107;506159;505790;;Route de Sion
24838;270;7118;;Schwellbrunn
11258;2254;2256;;Meilen
19570;270;10444;;Dent de Vaulion
16518;270;6600;;Meienried
32662;508939;508951;;Kreuzbuchstrasse
25111;270;6372;;Schönenberg
20531;270;2358;;Le Pâquier
36018;524736;524360;;Rue du Marais
28733;488366;488355;;Torstrasse
27755;270;369431;;Safien Thalkirch
28336;483487;483417;;Schwarzenburgstrasse
22166;270;1446;;Diegten
11354;270;2636;;Blatten
25347;270;7298;;Ennetbühls
20949;270;6720;;Lüen
17192;270;7294;;Wikartswil
28348;486169;483281;;Schlossstrasse
31346;488324;502037;;Aeschenplatz
27837;270;4860;;Koppigen
29944;494671;494700;;Schwendistrasse
16580;314;2754;;Biberist
17566;314;4890;;Altbüron
12112;314;648;;Urnäsch
36350;314;524165;;Rue du Grenier
16574;314;846;;Kirchberg
26368;;1044;;Muéses
16492;270;2346;;St-Imier
21517;314;3278;;Bissone
12161;314;624;;Davos Platz
11225;;1644;;Glarnerland
29165;490945;527012;;Vulkanstrasse
32038;505771;505790;;Route de Sion
35541;522544;522569;;Via Ernesto Bosia
11826;314;994;;Rheineck
21841;270;8586;;Les Marécottes
11395;314;4234;;Sierre
20743;314;5008;;Sottens
12793;8342;8342;;La Brévine
17063;270;5204;;Blumenstein
23865;270;2944;;Thayngen
35788;523767;523001;;Via Zurigo
22834;270;1156;;Buchs
11805;314;4124;;Aadorf
28592;486319;483241;;Effingerstrasse
19400;270;7022;;La Rippe
19514;270;9048;;Reverolle
29107;490565;490620;;Sihlquai
29741;493361;493373;;Letzigraben
20482;270;9682;;Ursy
17355;270;7866;;Grosse Scheidegg
20312;270;6430;;Bossonnens
19274;270;8346;;La Chatagne
27621;;5142;;Orpund
28753;488481;488511;;Sankt Galler Strasse
19448;270;6628;;Tartegnin
22059;270;7232;;Roggenburg
25803;270;7704;;Eaumorte
20723;270;2090;;Montreux
36178;525647;525256;;Quai Jeanrenaud
30284;496479;496490;;Place Chauderon
29760;490490;490604;;Heinrichstrasse
30717;498861;498872;;Rue de Zurich
36359;;528415;;Kesslerloch
25837;270;8314;;Winistorf
28468;486512;487005;;Fährstrasse
25114;270;8006;;Zuckenriet
25352;270;3922;;Colombier
10716;;2102;;Bex-Nord
30793;499289;498661;;Pont du Mont Blanc
31817;496251;504610;;Chemin de la Sallaz
21856;270;5112;;Villars-s.Ollon
14868;1668;1668;;Rheinfelden
32527;508305;507941;;Aabachstrasse
10706;;2076;;Belmont
28393;482668;486412;;Brüggbodenstrasse
28711;488190;488216;;Hafnersberg
27560;;368182;;Serrières-Tunnel
19641;314;3142;;Les Emibois
16708;270;9198;;Niederönz
11977;314;2912;;Beringen
11768;314;1958;;Brügg
31277;501703;501689;;Gasstrasse
20377;270;8960;;Sorens
27672;314;369068;;Zuerich - Seebach
11567;314;2640;;Emmenbrücke
20951;270;10074;;Molinis
20226;270;10378;;Niedermettlen
22462;270;4258;;Salhöhe
11481;314;814;;Avenches
30768;499176;499091;;Route de Vernier
10821;314;1938;;Muri
23276;270;5804;;Bauen
23930;270;3086;;Stäfa
20250;270;4636;;Le Mouret
22637;270;7094;;Oberrohrdorf
35467;522075;522070;;Viale Camillo Olgiati
12753;304;312;;St-Cergue
29723;490509;490455;;Badenerstrasse
19204;314;2444;;Préverenges
23286;270;1354;;Göschenen
20185;270;6288;;Wileroltigen
27283;270;1702;;Cham
35148;520562;520485;;Berglistrasse
31410;502346;527285;;Peterskirchplatz
12230;314;536;;Agno
26514;270;3298;;Bironico
35163;485882;484432;;Bahnhofplatz
24841;314;3026;;Affeltrangen
11274;314;3698;;Julier-Pass
30911;498818;499826;;Rue de Montchoisy
19951;270;7154;;Portalban
19750;314;4940;;Le Cerneux-Veusil
21299;270;8974;;Moghegno
32508;490747;508047;;Aegeristrasse
22158;270;7618;;Boningen
20062;270;2464;;Corcelles-près-Payerne
24061;270;5482;;Ellikon a.d. Thur
35796;523793;523807;;Via Massimigliano Magatti
17024;270;6184;;Gerzensee
11755;314;1186;;Delsberg
32087;506004;505974;;Route de Riddes
27414;314;3266;;Trin-Tunnel
31056;500503;500495;;Rue Dancet
30502;497642;496318;;Route de Romanel
16904;270;6288;;Wileroltigen
24028;270;10264;;Thalheim a.d. Thur
23894;314;1738;;Uhwiesen
32344;485882;507254;;Erchingerstrasse
28913;489404;489393;;Strebelstrasse
21197;314;3238;;Rueras
35189;504198;520770;;Sankt-Karli-Brücke
20493;270;9682;;Ursy
27119;369899;1960;;Port
17198;270;3498;;Goldbach
22995;270;3526;;Beromünster
22337;270;2526;;Wohlen
28907;489382;489362;;Holzstrasse
25655;314;2966;;Rämismühle
12894;2350;398;;Le Châtelard
27884;;483447;;Hessstrasse
30495;496902;497602;;Avenue du Grey
25505;270;9494;;Dixence
12659;314;2008;;Wilderswil
12181;314;4598;;Ruswil
21264;10956;10968;;Frasco
20597;270;7350;;Bercher
24162;270;9230;;Trüttlikon
16639;270;4888;;Melchnau
27605;270;368640;;Sciez
14884;2298;2316;;Veradestelle Singen
28257;485673;485704;;Militärstrasse
19695;270;6650;;Mont de Buttes
25620;270;2032;;Giswil
26425;270;7714;;Casenzano
25750;270;6810;;Macconnens
29850;490455;489702;;Bergstrasse
28778;488658;488570;;Demutstrasse
19407;270;9238;;La Dôle
25323;314;5108;;Grüt
12259;314;5372;;Langrickenbach
30933;498585;498566;;Route de Chêne
31266;501627;485215;;Mittlere Strasse
22104;314;4362;;Lörrach
35445;522130;522041;;Via Ospedale
28699;483712;488024;;Melchenbühlweg
26489;270;3314;;Bodio
10018;;776;;Verzweigung Ecublens
19886;270;4062;;Courrendlin
31548;501794;501614;;Kannenfeldstrasse
26354;;892;;Othmarsingen
17300;270;4764;;Oppligen
20326;270;7550;;Palézieux-Village
35455;521402;521412;;Via Emilio Motta
11949;314;2862;;Güttingen
28562;487423;487376;;Casinoplatz
11206;;764;;La Côte
21873;270;6098;;Solalex
21049;270;10740;;Reischen
11269;314;1526;;Wolfgang-Pass
11597;3332;3228;;Hospental
24646;314;2840;;Rebstein
25845;270;10634;;Balmberg
24475;270;7918;;Gündlikon
30489;497594;496846;;Avenue Jomini
11243;;1494;;Basel-Weil
11599;314;3314;;Bodio
21416;270;8730;;Cadro
20228;270;618;;Schmitten
22570;270;5676;;Biberstein
30523;497734;497736;;Avenue du Denantou
29167;490966;490530;;Europabrücke
16643;270;6390;;Madiswil
17093;270;5778;;Allmendingen b.T.
22818;270;10190;;Buttisholz
29876;490311;491084;;Limmattalstrasse
20112;270;6130;;Corminboeuf
21796;270;4220;;Charrat
16981;270;9722;;Eywald
27225;270;8550;;Le Mont du Lac
22935;270;3534;;Oberkulm
31407;502330;502341;;Mittlere Rheinbrücke
35773;523673;527807;;Via Pietro Capelli
30557;497917;497871;;Place de la Navigation
28329;486059;486049;;Nidaugasse
22429;270;5122;;Niedergösgen
19236;270;7544;;Grandevent
25759;270;7450;;Farvagny-le-Petit
29825;485089;489468;;Ueberlandstrasse
36156;525496;525398;;Rue du Plan
26997;270;8030;;Säriswil
21154;270;7880;;Verdabbio
25014;270;3530;;Leimbach
20032;270;7362;;Lully
27082;314;1804;;St-Blaise
28449;486867;486816;;Niederbottigenstrasse
30476;497540;497530;;Rue Du Tunnel
24877;314;684;;Opfershofen
27829;;9118;;Illiswil
24966;270;3530;;Leimbach
24296;270;8798;;Schalchen
29993;490565;494894;;Umfahrungsstrasse
31120;500329;500261;;Avenue Henri Dunant
22037;314;2770;;Bad Bubendorf
27450;;364370;;Taubach-Tunnel
36322;488421;986;;St. Gallen-Neudorf
31148;500891;498634;;Boulevard Helvétique
20734;314;3634;;Ardez
26468;270;6168;;Daro
17363;270;5078;;Aeschi
24614;314;3026;;Affeltrangen
32177;506152;506149;;Chemin du Creux-de-Nax
25686;314;2750;;Lohn
12831;5260;2838;;Marbach
23423;314;3352;;Seewen
11990;314;3002;;Ebnat-Kappel
10823;2208;2210;;Lausanne-Corsy
32015;505625;505488;;Bubikerstrasse
30754;499091;499057;;Avenue de Châtelaine
27275;270;10756;;Bibersee
19264;270;9786;;Montalchez
28928;489468;489483;;Oskar-Bider-Strasse
31142;498634;500520;;Boulevard des Philosophes
30023;495061;495020;;Route de Berne
35596;522813;522649;;Via Cadepiano
31516;502792;502759;;Riehenstrasse
28326;486064;484499;;Zentralstrasse
10758;2180;532069;;Aarau-Rohr
24509;270;9656;;Waltenstein
23224;314;4850;;Kerns
16627;314;4886;;Obersteckholz
31393;501678;502222;;Schlachthofstrasse
25946;270;1864;;Bülach-Süd
16572;314;2746;;Bätterkinden
23791;270;9690;;Teufen b. Freienstein
12810;270;2088;;Chexbres
25705;270;7484;;Som la Proz
12809;270;2584;;Gampelen
19298;270;7466;;Vilars
19896;270;7376;;La Sauge
20137;270;336;;Courtepin
29297;489831;491592;;Wildbachstrasse
30973;500103;500114;;Rue des Moulins
22914;270;5680;;Rupperswil
11363;314;4506;;Venthône
19869;270;6106;;Séprais
20413;314;5154;;Sédeilles
27661;314;369034;;Winterthur - Zentrum Rosenberg
24198;270;5162;;Hörhausen
27669;314;369059;;Zürich - Milchbuck
16489;270;7134;;Diesse
25062;270;2510;;Roggwil
30993;1758;499932;;Chemin Rieu
10015;;754;;Verzweigung le Vengeron
22380;270;5802;;Pfaffnau
28684;487513;487506;;Jubiläumsstrasse
30470;497513;497498;;Place Du Tunnel
31765;504305;483610;;Dorfstrasse
11442;314;3100;;Dielsdorf
30587;498041;495351;;Avenue de la Gare
29735;493162;490455;;Badenerstrasse
10553;;492;;Goldau
19748;314;5232;;Goumois
21655;314;5332;;Corin
23214;314;2700;;Meien
32675;509006;489560;;Zürichstrasse
11449;314;3080;;Feldbach
24679;270;2948;;Wald
16475;270;6142;;Moron
10235;;796;;Yverdon-Süd
20616;270;7350;;Bercher
21293;10778;10798;;Brontallo
11919;2660;2678;;Weissenburg
32549;508376;508387;;Arbachstrasse
30818;499424;498758;;Avenue du Bouchet
26779;270;2228;;Massagno
24132;270;1884;;Oetwil am See
24575;270;5812;;Eichberg
16686;270;508;;Oberdorf
36314;525280;1796;;Verzweigung Vauseyon
32391;507148;501344;;Zeughausstrasse
10230;;784;;Cossonay
32524;507941;508298;;General-Guisan-Strasse
22455;270;4252;;Erlinsbach
26888;270;2808;;Cama
29920;485863;489560;;Zürichstrasse
28304;485904;485896;;Bälliz
16774;270;7384;;Etzelkofen
26503;270;7430;;Primadengo
22678;270;4980;;Nebikon
12872;270;9968;;Salgesch
25344;270;284;;Evian
28259;485673;485363;;Stockhornstrasse
31241;501510;501199;;Schützengraben
30604;497769;497849;;Avenue de Rhodanie
27126;;368693;;Raimeux-Tunnel
19675;270;8342;;La Brévine
20469;270;5218;;Billens
19468;270;2372;;Gimel
27347;270;1678;;Axenstrasse
17529;314;4760;;Oberdiessbach
22641;270;9062;;Möriken
10895;314;524;;Stabio
31240;501510;501525;;Leonhardsstrasse
29674;490369;493361;;Fellenbergstrasse
29193;491095;490678;;Hönggerstrasse
28156;485148;485078;;Kreuzstrasse
21706;270;10250;;Ried b. Brig
20778;270;3634;;Ardez
30073;495351;495343;;Avenue De Tivoli
23216;270;8890;;Färnigen
29119;490683;490691;;Röschibachstrasse
32534;507948;508298;;General-Guisan-Strasse
29554;490885;490790;;Dörflistrasse
26659;314;3436;;Bovernier
12879;270;10544;;Eischoll
36157;525496;525486;;Rue des Acacias
11869;314;2124;;Saxon
11233;;1342;;Piotta
29719;493138;490565;;Hardstrasse
26578;314;3184;;Naters-Ost
24724;270;2948;;Wald
28745;488379;488466;;Linsebühlstrasse
36456;532351;532348;;Visp-West
30307;496596;496566;;Rue de Genève
31689;503950;503953;;Mühlentalstrasse
12098;314;1548;;Sta. Maria
25115;270;4128;;Züberwangen
26866;270;6058;;Castel S. Pietro
27449;;364359;;Platti-Tunnel
21278;716;724;;Corcapolo
19620;270;8678;;Rances
23560;270;5628;;Rifferswil
35944;524505;524116;;Avenue des Forges
19859;270;4070;;Courgenay
21839;270;8530;;Finhaut
25008;270;5374;;Zuben
12257;314;686;;Berg
19428;314;5058;;Begnins
25423;314;4510;;La Scheulte
32058;505850;505716;;Route d'Italie
22125;270;2766;;Niederdorf
21925;270;10008;;Langendorf
36019;524736;524692;;Rue de la Pâquerette
35283;521248;521229;;Via Birreria
10154;;1302;;Verzweigung Lugano-Nord
30067;495332;495239;;Avenue de l'Europe
16984;270;7656;;Gambach
25702;270;8338;;Udligenswil
25586;270;6578;;Buettikon
16462;270;3816;;Moutier
12778;2376;2376;;Col du Mollendruz
28402;483530;486547;;Austrasse
20385;270;10508;;Rueyres-St-Laurent
31102;498325;500384;;Route des Acacias
12439;314;2562;;Fleurier
10017;1268;776;;Verzweigung Ecublens
14902;;2586;;Ins
19997;314;2460;;Marnand
12183;314;4594;;Grosswangen
16479;270;7468;;Saules
27185;270;9996;;Mayens de My
11410;314;369025;;Winterthur - Gewerbeschule
35698;523315;527774;;Via alla Bozzoreda
19979;270;6794;;La Mauguettaz
10131;;2002;;Interlaken-West
35669;523199;523153;;Strada di Fulmignano
21072;270;3250;;Ilanz
29197;489997;491160;;Rotbuchstrasse
21863;270;8500;;Lavey-les-Bains
12273;314;4298;;Evolène
36279;526976;501456;;Heuwaage-Viadukt
12000;314;3070;;Schänis
22102;314;1276;;Basel
31837;504699;504686;;Place de Bel-Air
20602;270;5554;;Thierrens
25392;270;290;;La-Pallanterie
28387;484411;484403;;Lorrainebrücke
21370;270;548;;Cadenazzo
16915;270;8448;;Spengelried
30733;498959;498965;;Route de Veyrier
26443;270;8996;;Carasso
21507;314;520;;Mendrisio
20110;270;7748;;Chésopelloz
27113;314;468;;Siggenthal Station
20632;270;9110;;Sugnens
31342;502021;488190;;Zürcherstrasse
28484;483391;484204;;Turnierstrasse
17287;270;7240;;Heidbühl
22234;270;3352;;Seewen
10329;;630;;Haag
20053;270;7558;;Villars-le-Comte
22377;270;9138;;Balzenwil
11477;314;2456;;Lucens
11117;;1124;;Isla-Bella-Tunnel
17200;270;3058;;Schwanden
24289;270;8138;;Neschwil
24854;270;5740;;Thundorf
25508;270;10326;;Côte de Rosières
19741;314;4068;;Cornol
22964;270;9942;;Kirchbühl
32619;314;508750;;Rothenstrasse
19200;314;2436;;Prangins
31828;504657;504642;;Rue Cordey
25461;314;3608;;Niederlenz
21985;270;10426;;Les Crosets
21831;270;3438;;Les Valettes
12851;270;9020;;Val d'Illiez
12853;270;2642;;Vionnaz
21134;270;7060;;Peiden
20714;314;4212;;Roche
32373;507405;314;;Hauptstrasse
32596;508522;508600;;Obernauerstrasse
12024;314;3168;;Reinach
10026;;794;;Verzweigung Yverdon
30669;498566;498604;;Avenue Pictet de Rochemont
26352;;364161;;Linkolnsberg
24072;270;5720;;Niederwil b.A.
30705;498742;498791;;Avenue de Mategnin
27545;;368119;;Abzweigung Gnoll
31092;500444;500384;;Route des Acacias
10623;;1876;;Forch
17085;270;5780;;Amsoldingen
27238;270;786;;La Sarraz
29191;491095;491084;;Limmattalstrasse
30286;496490;496479;;Rue des Terreaux
31763;483610;504305;;Kirchgasse
19500;270;2442;;Morges
17000;270;7678;;Oberscherli
17533;270;7240;;Heidbühl
27366;270;358;;La Sionge
23533;314;4456;;Mettmenstetten
28568;487440;487453;;Helvetiaplatz
19573;270;6964;;La Praz
21064;270;596;;Acla
27153;270;5988;;Ausserberg
23975;270;1878;;Hinteregg
36284;493917;493939;;Gladbachstrasse
20065;270;6936;;Ressudens
25486;270;4508;;Veyras
29374;491885;491937;;Museumstrasse
28658;487869;485934;;Gerberngasse
36151;525541;525398;;Rue du Plan
22106;270;9650;;Bettingen
25279;314;976;;St. Gallen-Winkeln
16952;270;8840;;Riffenmatt
31510;502995;502780;;Schwarzwaldallee
10490;;3402;;Liestal-Süd
23159;270;6436;;Unterlunkhofen
23628;270;3118;;Tegerfelden
12656;314;188;;Bern
20132;270;7012;;Courtion
19508;270;9058;;Mauraz
19521;270;8706;;Lonay
23592;314;4114;;Pfungen
28810;488818;488866;;Spisergasse
32767;501170;484499;;Zentralstrasse
10422;2184;2186;;Basel-City
28362;486227;483255;;Eigerplatz
10441;;1404;;Luzern-Zentrum
36037;524353;524343;;Rue de la Charrière
31882;504764;504761;;Rue d'Orbe
30143;495641;495669;;Route de Fontanivent
20163;270;6938;;Cordast
28208;485295;485405;;Spiezstrasse
10366;;1074;;Mesocco-Süd
20746;314;4488;;Penthalaz
20910;270;2294;;Selfranga
24545;314;666;;Zürchersmühle
26943;270;7130;;Diemerswil
28081;484744;484736;;Längfeldweg
22346;270;5498;;Dottikon
22110;270;7188;;Dornach
22439;270;4692;;Buus
30780;499219;498886;;Avenue de France
26978;270;6652;;Lotzwil
23993;270;6326;;Pfaffhausen
24608;314;1164;;Widnau
35488;522230;521229;;Via Birreria
30882;498765;498772;;Avenue du Pailly
19452;270;768;;Aubonne
20782;270;10430;;Vulpera
27756;270;369439;;Rampa/Rumein
21877;270;5116;;Chesières
11467;314;766;;Rolle
32132;506266;506217;;Route des Agettes
35236;508951;314;;Hauptstrasse
32665;508956;508522;;Luzernerstrasse
11731;314;864;;Oensingen
14881;270;6830;;Maslianico
16630;270;4888;;Melchnau
14900;314;4036;;Suberg
35219;520900;520880;;Dreilindenstrasse
10109;;1180;;Verzweigung Rütihof
32741;509293;509306;;Geissensteinring
12534;314;3572;;Sins
12936;2416;2416;;Grosser St. Bernhard Pass
25792;270;5018;;Sugiez-Le Péage
12335;314;3940;;Bözingen
20030;270;7832;;Granges-de-Vesin
19954;270;812;;Payerne
11779;314;4020;;Heimberg
36181;525654;525676;;Rue Caselle
12518;314;3488;;Aarau
25047;270;6364;;Sitterdorf
30124;495556;495538;;Avenue du Casino
17318;270;1918;;Thun
22437;270;9636;;Hersberg
35891;524227;524205;;Boulevard de la Liberté
31200;501237;501275;;Thiersteinerallee
31428;502420;502428;;Barfüsserplatz
